,# YTID,start_seconds,end_seconds,positive_labels,label_names
7942,J9hPHw_EKBU,30.0,40.0,"""/m/03kmc9,/m/0dgbq""",Siren | Civil defense siren
7943,J9zPsO6DmSE,30.0,40.0,"""/m/01h3n,/m/03vt0,/m/0h2mp""","Bee, wasp, etc. | Insect | Fly, housefly"
7944,JAFpSVvvvlg,210.0,220.0,"""/m/06hck5,/m/06wzb,/m/07rjwbb""",Steam whistle | Steam | Hiss
7945,JAMrsdIn1tU,190.0,200.0,"""/m/01v1d8,/m/04rlf,/m/0m0jc""",Sampler | Music | Electronica
7946,JAbTqYrqGaY,130.0,140.0,"""/m/04rlf,/m/06_fw""",Music | Skateboard
7947,JAfyOaRkAbM,190.0,200.0,"""/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c,/t/dd00048""","Railroad car, train wagon | Rail transport | Train | Clickety-clack | Train wheels squealing"
7948,JAiE2D6u4tM,30.0,40.0,"""/m/04gxbd""","Power windows, electric windows"
7949,JAkBxjmSB2k,40.0,50.0,"""/m/02fs_r""","Beep, bleep"
7950,JBKDFk2o5kI,120.0,130.0,"""/m/05x_td,/m/0912c9,/m/09x0r""","Air horn, truck horn | Vehicle horn, car horn, honking | Speech"
7951,JBOMYsE8s3k,50.0,60.0,"""/m/01g50p,/m/0284vy3,/m/04zmvq,/m/06d_3,/m/06hck5,/m/06wzb,/m/07jdr,/m/07rjwbb""","Railroad car, train wagon | Train horn | Train whistle | Rail transport | Steam whistle | Steam | Train | Hiss"
7952,JBSCPvwPll4,50.0,60.0,"""/m/01glhc,/m/02sgy,/m/04rlf""",Tapping (guitar technique) | Electric guitar | Music
7953,JBT7vOfzx6M,10.0,20.0,"""/m/068hy,/m/07s04w4,/m/09x0r,/m/0bt9lr,/m/0jbk""","Domestic animals, pets | Snicker | Speech | Dog | Animal"
7954,JBZorcdRdik,30.0,40.0,"""/m/0jtg0""",Sitar
7955,JBgtz6f5jc8,40.0,50.0,"""/m/02fs_r,/m/09x0r,/m/0ytgt""","Beep, bleep | Speech | Child speech, kid speaking"
7956,JC1-_DfixCY,30.0,40.0,"""/m/068hy,/m/09x0r,/m/0bt9lr,/m/0ghcn6,/m/0jbk""","Domestic animals, pets | Speech | Dog | Growling | Animal"
7957,JCAJJfRUH94,120.0,130.0,"""/m/015lz1,/m/04rlf,/m/0dq0md""",Singing | Music | Music of Bollywood
7958,JCK8RI4kG8M,30.0,40.0,"""/m/02x984l""",Mechanical fan
7959,JCYrKbHpSlQ,410.0,420.0,"""/m/07pyy8b""",Pant
7960,JCfZpSEH77Y,380.0,390.0,"""/m/03qjg,/m/085jw""","Harmonica | Wind instrument, woodwind instrument"
7961,JCxOd-3PvgI,120.0,130.0,"""/m/06_y0by,/m/09x0r""",Environmental noise | Speech
7962,JCxzqy4QcKY,30.0,40.0,"""/m/01glhc,/m/0342h,/m/042v_gx,/m/04rlf""",Tapping (guitar technique) | Guitar | Acoustic guitar | Music
7963,JCzpRSBjdnE,0.0,10.0,"""/m/0j6m2""",Stream
7964,JD9LYReBGXU,30.0,40.0,"""/m/03q5t,/m/05148p4""",Harpsichord | Keyboard (musical)
7965,JDFzd5c8MHE,220.0,230.0,"""/m/03qtwd,/m/07rkbfh,/m/09x0r""",Crowd | Chatter | Speech
7966,JDJUq_95fOQ,50.0,60.0,"""/m/04rlf,/t/dd00006""",Music | Synthetic singing
7967,JDW8ozZSpWo,450.0,460.0,"""/m/02bk07,/m/04rlf""",Chant | Music
7968,JDWPJ1AiDKc,30.0,40.0,"""/m/01lyv,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/09x0r,/m/0fx80y,/m/0gg8l""",Country | Guitar | Acoustic guitar | Music | Musical instrument | Strum | Speech | Plucked string instrument | Bluegrass
7969,JD_xkyJhBpg,0.0,10.0,"""/m/024dl,/m/09x0r""",Cash register | Speech
7970,JDhKBDmGdl4,30.0,40.0,"""/m/07pl1bw,/m/083vt""",Splinter | Wood
7971,JDr9vCrexGM,300.0,310.0,"""/m/04rlf,/m/07sr1lc,/m/09x0r""",Music | Yell | Speech
7972,JE4NSmjqTUw,60.0,70.0,"""/m/07qfgpx""","Jingle, tinkle"
7973,JEJLTct-014,380.0,390.0,"""/m/02x8m,/m/04rlf""",Funk | Music
7974,JErGC7YOpyU,11.0,21.0,"""/m/04rlf,/m/07r660_""",Music | Giggle
7975,JEvaWSdgptQ,160.0,170.0,"""/m/015lz1,/m/04rlf,/m/07qcpgn""",Singing | Music | Tap
7976,JFGNmPzPXeA,30.0,40.0,"""/m/04rlf,/m/06cqb""",Music | Reggae
7977,JFGP2zm9Ipg,120.0,130.0,"""/m/015jpf,/m/08p9q4""",Dial tone | Sidetone
7978,JFa31UL1FWU,20.0,30.0,"""/m/07plct2""",Crushing
7979,JFbS_nVA-KI,30.0,40.0,"""/m/027m70_""",Jingle bell
7980,JFepjvYfvuo,30.0,40.0,"""/m/04rlf,/m/07qdb04""",Music | Quack
7981,JFsIi2DUJkA,30.0,40.0,"""/m/05x_td,/m/0912c9,/t/dd00128""","Air horn, truck horn | Vehicle horn, car horn, honking | Outside, urban or manmade"
7982,JFyxt67x9Bo,170.0,180.0,"""/m/046dlr,/m/09x0r""",Alarm clock | Speech
7983,JGDX3Gug7sc,110.0,120.0,"""/m/07pl1bw""",Splinter
7984,JGTHhKxzPHQ,30.0,40.0,"""/m/01y3hg,/m/04rlf,/t/dd00125""","Smoke detector, smoke alarm | Music | Inside, small room"
7985,JGWt3pPnXpI,70.0,80.0,"""/m/0463cq4,/m/07r5v4s,/m/09x0r,/m/0ytgt""","Crying, sobbing | Drip | Speech | Child speech, kid speaking"
7986,JGg1lCeizRY,340.0,350.0,"""/m/01d380,/m/07k1x,/m/0_ksk""",Drill | Tools | Power tool
7987,JGjjYIjvNwE,380.0,390.0,"""/m/03wvsk""",Hair dryer
7988,JHG3db-oFwc,30.0,40.0,"""/m/07pjjrj""","Smash, crash"
7989,JHI63b0sgnw,90.0,100.0,"""/m/012ndj,/m/03j1ly,/m/03kmc9""","Fire engine, fire truck (siren) | Emergency vehicle | Siren"
7990,JHIfkGns06o,150.0,160.0,"""/m/03w41f""",Church bell
7991,JHgWe45u8NE,50.0,60.0,"""/m/06mb1,/m/07r10fb,/m/0838f,/t/dd00038""",Rain | Raindrop | Water | Rain on surface
7992,JHvLuYk6TfI,70.0,80.0,"""/m/03m5k,/m/0d8_n""",Harp | Pizzicato
7993,JIAt20yy4FE,310.0,320.0,"""/m/07r4k75,/m/09x0r""",Grunt | Speech
7994,JIOdS7XbHys,30.0,40.0,"""/m/01h82_,/m/02mk9,/m/07pb8fc,/m/09x0r""",Engine knocking | Engine | Idling | Speech
7995,JIb_MvDYzrg,30.0,40.0,"""/m/07plct2""",Crushing
7996,JIuep-pOS0U,50.0,60.0,"""/m/015lz1,/m/0gg8l""",Singing | Bluegrass
7997,JIv7sV_jpEs,90.0,100.0,"""/m/02fs_r""","Beep, bleep"
7998,JJ4ILOgdZ8E,30.0,40.0,"""/m/01s0vc""",Zipper (clothing)
7999,JJHQHyaY6po,450.0,460.0,"""/m/04rlf,/m/07sx8x_,/m/09x0r""",Music | Squawk | Speech
8000,JJZVQ-rIiP0,30.0,40.0,"""/m/0c1dj""",Sound effect
8001,JJotMvT8rYk,10.0,20.0,"""/m/06_fw,/m/09x0r,/m/0ytgt""","Skateboard | Speech | Child speech, kid speaking"
8002,JJxM-TIQ-tk,30.0,40.0,"""/m/02bm9n,/m/05zc1,/m/0l7xg,/t/dd00077""","Ratchet, pawl | Pulleys | Gears | Mechanisms"
8003,JK44UlEryVw,250.0,260.0,"""/m/07pt_g0,/m/09x0r""",Pulse | Speech
8004,JK4U8qK1vfQ,180.0,190.0,"""/m/04rlf,/m/06j64v""",Music | Middle Eastern music
8005,JK7e-Zxyk2A,70.0,80.0,"""/m/0btp2""","Traffic noise, roadway noise"
8006,JKD_GiVHXRY,0.0,10.0,"""/m/015lz1,/m/04rlf,/m/07rwj3x,/m/09x0r""",Singing | Music | Whoop | Speech
8007,JKX35FOb76Q,220.0,230.0,"""/m/012xff,/m/09x0r""",Toothbrush | Speech
8008,JKbsMDHh-Q4,0.0,2.0,"""/m/07rqsjt""","Whoosh, swoosh, swish"
8009,JKihzveDE5g,500.0,510.0,"""/m/02v2lh,/m/04rlf""",New-age music | Music
8010,JL0-PGG9kuc,60.0,70.0,"""/m/07prgkl,/m/09x0r""",Pour | Speech
8011,JL4Z2_5Q7sU,190.0,200.0,"""/m/04rlf,/t/dd00036""",Music | Angry music
8012,JL4c62LHaT8,20.0,30.0,"""/m/04rlf,/m/05fw6t,/m/07qyrcz,/m/09x0r""",Music | Music for children | Plop | Speech
8013,JL58_-562kk,0.0,10.0,"""/m/01x3z""",Clock
8014,JL76D1HWv-U,550.0,560.0,"""/m/03wwcy""",Doorbell
8015,JL8Nd1_O_8w,410.0,420.0,"""/m/09x0r,/m/0dv5r""",Speech | Camera
8016,JLOP19YSc9Y,150.0,160.0,"""/m/04229,/m/07yv9""",Jet engine | Vehicle
8017,JLXadivsNgs,30.0,40.0,"""/m/07pqc89,/m/09x0r""","Trickle, dribble | Speech"
8018,JLYb7DwCaQU,0.0,10.0,"""/m/0155w,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y""",Blues | Electric guitar | Guitar | Music | Musical instrument | Plucked string instrument
8019,JLnOnsZBP4E,200.0,210.0,"""/m/03l9g""",Hammer
8020,JLrDktDYnRE,200.0,210.0,"""/m/016cjb,/m/04rlf,/m/0ggx5q""",Gospel music | Music | Dance music
8021,JLuKCkRElnA,30.0,40.0,"""/m/04rlf,/m/07qjznl""",Music | Tick-tock
8022,JLyjEE1UKaU,30.0,40.0,"""/m/01j4z9""",Chainsaw
8023,JM9Y-O0zKVE,30.0,40.0,"""/m/07rqsjt""","Whoosh, swoosh, swish"
8024,JMZuTTVFuU8,20.0,30.0,"""/m/06hps,/m/07r4gkf""","Rodents, rats, mice | Patter"
8025,JMxLzd_RYDI,170.0,180.0,"""/m/03p19w,/t/dd00129""","Jackhammer | Outside, rural or natural"
8026,JN95P7fLJLc,270.0,280.0,"""/m/02z32qm,/m/09x0r""",Fusillade | Speech
8027,JNAnQklId4c,100.0,110.0,"""/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,/m/07rwm0c""","Railroad car, train wagon | Train horn | Rail transport | Train | Clickety-clack"
8028,JNEw9YYeRmo,530.0,540.0,"""/m/02cjck""",Theme music
8029,JNH67Qy5yRI,260.0,270.0,"""/m/06h7j""",Run
8030,JNM2tV3PA_8,190.0,200.0,"""/m/04rlf,/m/05r6t,/m/09x0r""",Music | Punk rock | Speech
8031,JNNbf9Ha3xk,210.0,220.0,"""/m/03cczk""","Chewing, mastication"
8032,JNail6JjEiE,140.0,150.0,"""/m/04rlf,/m/05r6t""",Music | Punk rock
8033,JNw0A8pRnsQ,30.0,40.0,"""/m/0192l,/m/085jw""","Bagpipes | Wind instrument, woodwind instrument"
8034,JOGJzYFfKfA,170.0,180.0,"""/m/09x0r,/m/0fx9l""",Speech | Microwave oven
8035,JOVfl5fhnQ0,30.0,40.0,"""/m/07qv4k0,/m/09x0r""",Scrape | Speech
8036,JOX5MMBsAtU,240.0,250.0,"""/m/07rknqz""",Skidding
8037,JO_G1plPrao,40.0,50.0,"""/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00125,/t/dd00136""","Domestic animals, pets | Speech | Dog | Animal | Inside, small room | Whimper (dog)"
8038,JO_uDXZ5n4o,50.0,60.0,"""/m/07n_g""",Tuning fork
8039,JOkuwbhMxbQ,30.0,40.0,"""/m/02lkt,/m/03r5q_,/m/04rlf,/m/07gxw""",Electronic music | Jingle (music) | Music | Techno
8040,JP0_mYPJJI8,20.0,30.0,"""/m/01d380,/m/07k1x,/m/0_ksk""",Drill | Tools | Power tool
8041,JPJ1ihGKi4M,100.0,110.0,"""/m/08j51y""","Dental drill, dentist's drill"
8042,JPSOn5UITnI,80.0,90.0,"""/m/068zj,/m/07r4k75""",Pig | Grunt
8043,JPSwpnLAdXc,120.0,130.0,"""/m/01j4z9,/m/04rlf,/m/09x0r""",Chainsaw | Music | Speech
8044,JPatstz0zt0,450.0,460.0,"""/m/03q5_w""","Burping, eructation"
8045,JPdtDc1IemM,120.0,130.0,"""/m/0dl83""",Arrow
8046,JQ9G4vW31U0,22.0,32.0,"""/m/0150b9""",Change ringing (campanology)
8047,JQBKFjqHmrM,140.0,150.0,"""/m/0dl83""",Arrow
8048,JQP1DQWiidM,30.0,40.0,"""/m/0326g,/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r""",Flamenco | Guitar | Music | Musical instrument | Strum
8049,JQPzkgrCbe8,0.0,10.0,"""/m/0dv5r""",Camera
8050,JQz76trKbNk,30.0,40.0,"""/m/05zppz,/m/06h7j,/m/09x0r,/t/dd00128""","Male speech, man speaking | Run | Speech | Outside, urban or manmade"
8051,JRA_eCk4tKY,30.0,40.0,"""/m/07qmpdm""",Clatter
8052,JRjPfu_OMgE,23.0,33.0,"""/m/01swy6""",Yodeling
8053,JRk10s_A3E8,20.0,30.0,"""/m/05zc1,/t/dd00077""",Pulleys | Mechanisms
8054,JS5uq3DS7VE,30.0,40.0,"""/m/07qjznl""",Tick-tock
8055,JSPw2UEvMDM,0.0,10.0,"""/g/122z_qxw""",Firecracker
8056,JS_LYrOL8DM,520.0,530.0,"""/m/01h8n0,/m/02c8p,/m/09x0r""","Conversation | Telephone dialing, DTMF | Speech"
8057,JSbup3T3N-Y,70.0,80.0,"""/m/015lz1,/m/02fxyj""",Singing | Humming
8058,JSdvOSWpcVY,14.0,24.0,"""/m/07q6cd_""",Squeak
8059,JSf3wD9ddZM,270.0,280.0,"""/m/018j2,/m/0342h""",Banjo | Guitar
8060,JSqyTVjYY6k,80.0,90.0,"""/m/0g293""",Music of Latin America
8061,JU6GUqRqbtI,10.0,20.0,"""/m/015y_n,/m/03_d0,/m/04rlf""",Swing music | Jazz | Music
8062,JULs5RoCEgM,50.0,60.0,"""/m/05lls""",Opera
8063,JUduRWal4EA,0.0,10.0,"""/m/01280g,/m/04cvmfc,/m/0cdnk,/m/0jbk""","Wild animals | Roar | Roaring cats (lions, tigers) | Animal"
8064,JUi_gGZY2m0,13.0,23.0,"""/m/03k3r,/m/07q5rw0,/m/07rv9rh,/m/0jbk""","Horse | Neigh, whinny | Clip-clop | Animal"
8065,JUoXv2kep_0,300.0,310.0,"""/m/04rlf,/m/07p6fty""",Music | Shout
8066,JUrYWttZJBM,30.0,40.0,"""/m/0395lw,/m/04rlf,/m/074ft""",Bell | Music | Song
8067,JUwu4xOs8K4,40.0,50.0,"""/m/015lz1,/m/06j64v""",Singing | Middle Eastern music
8068,JV31wOPhVaU,10.0,20.0,"""/m/06_y0by""",Environmental noise
8069,JVByRyvvPNk,260.0,270.0,"""/m/0j2kx""",Waterfall
8070,JVGj7Bt6Gpg,30.0,40.0,"""/m/014zdl,/m/04rlf,/m/07qsvvw,/m/09x0r""","Explosion | Music | Burst, pop | Speech"
8071,JW-aTNGZ3NU,60.0,70.0,"""/m/04fgwm,/m/09x0r""",Electric toothbrush | Speech
8072,JW-swD9gFME,30.0,40.0,"""/m/04rlf,/t/dd00034""",Music | Tender music
8073,JW36HYLa4E4,0.0,9.0,"""/m/01y3hg""","Smoke detector, smoke alarm"
8074,JWGrOPsU6W0,110.0,120.0,"""/m/09x0r,/m/0cj0r,/t/dd00128""","Speech | Pink noise | Outside, urban or manmade"
8075,JWP10M-t0jo,110.0,120.0,"""/m/07pyy8b,/m/09x0r""",Pant | Speech
8076,JWUh4tjeAWM,6.0,16.0,"""/m/04rlf,/m/07qlf79,/m/09x0r""",Music | Spray | Speech
8077,JWZpp-w5TcU,150.0,160.0,"""/m/02zsn,/m/03qc9zr,/m/09x0r""","Female speech, woman speaking | Screaming | Speech"
8078,JWj2dPSP4MQ,90.0,100.0,"""/m/012xff,/m/04rlf""",Toothbrush | Music
8079,JWn_MiDe2_w,130.0,140.0,"""/m/0c2wf""",Typewriter
8080,JWtm5vv8FSk,30.0,40.0,"""/m/015lz1,/m/04rlf,/m/0dq0md""",Singing | Music | Music of Bollywood
8081,JXS5eW7g4HY,80.0,90.0,"""/m/028sqc""",Music of Asia
8082,JXbMV5CqLkc,20.0,30.0,"""/m/03cl9h,/m/07yv9,/t/dd00128""","Ice cream truck, ice cream van | Vehicle | Outside, urban or manmade"
8083,JXfP_NbUaRE,19.0,29.0,"""/m/046dlr,/m/04rlf""",Alarm clock | Music
8084,JXnqIBxioD0,510.0,520.0,"""/m/025wky1,/m/09x0r""",Air conditioning | Speech
8085,JY7HoRyj8Yo,30.0,40.0,"""/m/04rlf,/m/0m0jc""",Music | Electronica
8086,JYOWDEpuh0w,110.0,120.0,"""/m/068zj,/m/09x0r,/m/0jbk,/t/dd00129""","Pig | Speech | Animal | Outside, rural or natural"
8087,JYPfx_sKQms,80.0,90.0,"""/m/0dwsp,/m/0dwtp,/m/0j45pbj""","Marimba, xylophone | Glockenspiel | Mallet percussion"
8088,JYYfw3id3ek,140.0,150.0,"""/m/018j2,/m/04rlf,/m/04szw,/m/0fx80y,/m/0gg8l""",Banjo | Music | Musical instrument | Plucked string instrument | Bluegrass
8089,JYe3AqaIxN0,390.0,400.0,"""/m/01x3z""",Clock
8090,JZBSVEhXm5A,0.0,10.0,"""/m/01h3n,/m/03vt0,/m/09xqv,/m/0h2mp""","Bee, wasp, etc. | Insect | Cricket | Fly, housefly"
8091,JZMBafpxf40,8.0,18.0,"""/m/0chx_""",White noise
8092,JZnEGPaycFk,70.0,80.0,"""/m/0130jx,/m/02jz0l,/m/0838f""","Sink (filling or washing) | Water tap, faucet | Water"
8093,JZnsV6CPW4E,30.0,40.0,"""/m/07qmpdm""",Clatter
8094,JZroSE4NVu0,30.0,40.0,"""/m/04rlf,/m/09x0r,/m/0brhx""",Music | Speech | Speech synthesizer
8095,JZyw6YUsGzo,200.0,210.0,"""/m/01kcd,/m/07c6l""",Brass instrument | Trombone
8096,J_Raltj-6dk,30.0,40.0,"""/m/04rlf,/m/06bxc,/m/07qfgpx,/m/0glt670""","Music | Rapping | Jingle, tinkle | Hip hop music"
8097,J_i6SyNhKpw,22.0,32.0,"""/m/09x0r,/m/0dl9sf8""",Speech | Throat clearing
8098,J_oU1x_wtgM,160.0,170.0,"""/m/07s12q4,/t/dd00125""","Crunch | Inside, small room"
8099,JaXmLVbjDPM,30.0,40.0,"""/m/07bgp,/m/07q0h5t,/m/09x0r""",Sheep | Bleat | Speech
8100,JanK-FvhAuE,160.0,170.0,"""/t/dd00065""",Light engine (high frequency)
8101,Jb3mWVufKcc,330.0,340.0,"""/m/02z32qm,/m/04rlf,/m/09x0r""",Fusillade | Music | Speech
8102,JbLhjazTH-0,30.0,40.0,"""/m/04rlf,/m/0dq0md""",Music | Music of Bollywood
8103,JbTR6FWIcuk,30.0,40.0,"""/m/07rcgpl,/m/07rgkc5""",Hum | Static
8104,JbWaSZPOh18,30.0,40.0,"""/m/015y_n,/m/04rlf,/m/0g293""",Swing music | Music | Music of Latin America
8105,JbfB9ech844,14.0,24.0,"""/m/04rlf,/m/07qz6j3,/m/09x0r""",Music | Whimper | Speech
8106,Jbn8Lc7WN-U,0.0,10.0,"""/m/07s0dtb""",Gasp
8107,Jc73va5hsQU,130.0,140.0,"""/m/01b9nn,/m/0342h,/m/04rlf""",Reverberation | Guitar | Music
8108,JcCRBjBnamU,70.0,80.0,"""/m/02fs_r,/m/04rlf,/m/09x0r""","Beep, bleep | Music | Speech"
8109,JcKbpTQBegw,0.0,10.0,"""/m/0l156k""",Whistle
8110,JcMQp5-jvmY,90.0,100.0,"""/m/06bz3,/m/09x0r""",Radio | Speech
8111,JcPoscQx0Ac,330.0,340.0,"""/m/03cczk""","Chewing, mastication"
8112,JchShfsgE3A,30.0,40.0,"""/m/02y_763,/m/09x0r""",Sliding door | Speech
8113,Jcw86WtxCMg,20.0,30.0,"""/m/04rlf,/m/07brj,/m/09x0r""",Music | Tambourine | Speech
8114,JcygeZ4UuHc,10.0,20.0,"""/m/04rlf,/m/08cyft""",Music | Electronic dance music
8115,Jd6QyMP6Mtk,20.0,30.0,"""/m/0195fx,/m/01g50p,/m/0284vy3,/m/06d_3,/t/dd00048""","Subway, metro, underground | Railroad car, train wagon | Train horn | Rail transport | Train wheels squealing"
8116,Jd8eD-SOV74,190.0,200.0,"""/m/0l14qv""",Synthesizer
8117,JdlcNI3fuIc,30.0,40.0,"""/m/07rv9rh,/m/09x0r,/m/0jbk""",Clip-clop | Speech | Animal
8118,JefPW7RRLVU,0.0,10.0,"""/m/07qyrcz,/m/09x0r""",Plop | Speech
8119,JfIg56zviXQ,30.0,40.0,"""/m/05rj2,/m/09x0r""",Shuffling cards | Speech
8120,JfQZeAIHg3s,70.0,80.0,"""/m/032s66,/m/04zjc""","Gunshot, gunfire | Machine gun"
8121,Jfk8E7OSzHk,30.0,40.0,"""/m/07yv9,/m/09ct_,/m/0k5j""",Vehicle | Helicopter | Aircraft
8122,Jfo33STND68,30.0,40.0,"""/m/015lz1,/m/04rlf,/m/0dq0md""",Singing | Music | Music of Bollywood
8123,Jg58VMtNJEk,0.0,10.0,"""/m/07qmpdm,/m/07yv9""",Clatter | Vehicle
8124,JgK5Gp9NJnk,10.0,20.0,"""/m/01x3z""",Clock
8125,JgmWVVgzpW0,90.0,100.0,"""/m/04rlf,/m/08p9q4""",Music | Sidetone
8126,JgyW0qTIx7Q,30.0,40.0,"""/m/01rd7k,/m/025rv6n,/m/07svc2k""",Turkey | Fowl | Gobble
8127,JhNJKrLZGok,60.0,70.0,"""/m/01v1d8""",Sampler
8128,JhUiKjEccw4,30.0,40.0,"""/m/07phhsh,/m/07s34ls""",Rumble | Whir
8129,JhnGB9Z36no,30.0,40.0,"""/m/019jd,/m/0hsrw""","Boat, Water vehicle | Sailboat, sailing ship"
8130,Jhp7vwvAic4,220.0,230.0,"""/m/015p6,/m/09ddx,/t/dd00129""","Bird | Duck | Outside, rural or natural"
8131,Jhy3s2g2iDo,0.0,4.0,"""/m/07s0dtb,/m/09x0r""",Gasp | Speech
8132,JiU9J-oQipU,0.0,10.0,"""/m/026fgl,/m/0f8s22""",Wind chime | Chime
8133,JiVwVaVY1VA,290.0,300.0,"""/m/02bm9n,/m/05zc1,/m/0l7xg,/t/dd00077""","Ratchet, pawl | Pulleys | Gears | Mechanisms"
8134,Jif7laT-zjQ,30.0,40.0,"""/m/01m4t""",Printer
8135,JimPsBLzZGw,460.0,470.0,"""/t/dd00112,/t/dd00125""","Crumpling, crinkling | Inside, small room"
8136,Jj4jQMWiWoU,10.0,20.0,"""/m/025wky1,/m/09x0r""",Air conditioning | Speech
8137,Jj9orXFko0Y,30.0,40.0,"""/m/0395lw""",Bell
8138,JjC4SzZwjJg,50.0,60.0,"""/m/02_41""",Fire
8139,JjF1G5wgcvY,30.0,40.0,"""/m/0192l,/m/085jw""","Bagpipes | Wind instrument, woodwind instrument"
8140,Jk2B7Mvh6cE,320.0,330.0,"""/m/032s66,/m/073cg4""","Gunshot, gunfire | Cap gun"
8141,Jk2mvFrdZTU,20.0,30.0,"""/m/0164x2,/m/04rlf""",Music of Africa | Music
8142,JkI2xKsnKs4,0.0,10.0,"""/m/04gxbd,/m/09x0r""","Power windows, electric windows | Speech"
8143,JkTrdyiQRT0,30.0,40.0,"""/m/07q7njn,/m/09x0r""","Chink, clink | Speech"
8144,Jl6PuLEhxN8,110.0,120.0,"""/m/0g6b5""",Fireworks
8145,JlB39bUtN90,160.0,170.0,"""/m/01lsmm,/m/09x0r""",Scissors | Speech
8146,JlLjcbgu45A,40.0,50.0,"""/m/024dl,/m/09x0r""",Cash register | Speech
8147,Jlh_dAyVBf4,10.0,20.0,"""/m/07qfr4h,/m/07yv9,/m/09x0r,/m/0k4j,/m/0ltv,/t/dd00128""","Hubbub, speech noise, speech babble | Vehicle | Speech | Car | Race car, auto racing | Outside, urban or manmade"
8148,JlqghQcIFfo,10.0,20.0,"""/m/01x3z,/t/dd00121""",Clock | Boing
8149,Jlv0rZ3-Fh8,0.0,6.0,"""/m/03q5_w,/m/04rlf,/m/09x0r""","Burping, eructation | Music | Speech"
8150,JlyfSBwLfxA,40.0,50.0,"""/m/025wky1""",Air conditioning
8151,JlzlNpttvVM,30.0,40.0,"""/m/04rlf,/m/06j6l""",Music | Rhythm and blues
8152,Jm6KScwr0NE,80.0,90.0,"""/m/03l9g""",Hammer
8153,JmBQqW8HFDo,0.0,10.0,"""/m/01xq0k1,/m/07rpkh9,/m/0ch8v""","Cattle, bovinae | Moo | Livestock, farm animals, working animals"
8154,JmLt5ubN3jg,40.0,50.0,"""/m/04rlf,/m/05r6t,/m/0dls3""",Music | Punk rock | Grunge
8155,JmYb6JdnEiI,0.0,10.0,"""/m/04rlf,/m/07qs1cx""",Music | Crack
8156,JmbrGzgxrJ4,50.0,60.0,"""/m/026z9""",Disco
8157,Jn3ubUwBTTw,30.0,40.0,"""/m/04rlf,/m/06bxc""",Music | Rapping
8158,JnL40ryM1cM,20.0,30.0,"""/m/019jd,/m/06q74""","Boat, Water vehicle | Ship"
8159,JnPckYffxIs,210.0,220.0,"""/m/07plz5l,/m/09x0r""",Sigh | Speech
8160,JnSKhvHNQNA,30.0,40.0,"""/m/07qv_x_,/m/09x0r""",Shuffle | Speech
8161,JnbfAFodjZg,50.0,60.0,"""/m/07plz5l,/m/09x0r""",Sigh | Speech
8162,JnykJB7JoKk,50.0,60.0,"""/m/03cl9h,/m/04rlf""","Ice cream truck, ice cream van | Music"
8163,Jo9_JeD8pMQ,20.0,30.0,"""/m/07qyrcz,/m/09x0r""",Plop | Speech
8164,JoFvd6SVJSM,30.0,40.0,"""/m/078jl,/m/07rjwbb""",Snake | Hiss
8165,JoLdbmgLm1I,530.0,540.0,"""/m/028v0c""",Silence
8166,JoP-iqBMmi4,10.0,20.0,"""/m/016622""",Tubular bells
8167,JotcVa4XMLg,30.0,40.0,"""/m/07q2z82,/t/dd00066""","Accelerating, revving, vroom | Medium engine (mid frequency)"
8168,Jp2ksI9t_2E,440.0,450.0,"""/m/014yck,/m/0k5j,/t/dd00129""","Aircraft engine | Aircraft | Outside, rural or natural"
8169,Jp6z4ljSDnI,150.0,160.0,"""/m/0130jx,/m/02jz0l,/m/04k94,/m/09x0r,/t/dd00125""","Sink (filling or washing) | Water tap, faucet | Liquid | Speech | Inside, small room"
8170,JpE7tjiOSoA,30.0,40.0,"""/m/02qldy,/m/02zsn,/m/09x0r""","Narration, monologue | Female speech, woman speaking | Speech"
8171,JpMHnsdsCiY,0.0,10.0,"""/m/01qbl,/m/026t6,/m/02hnl,/m/02k_mr,/m/03qtq,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md""",Cymbal | Drum | Drum kit | Drum roll | Hi-hat | Rimshot | Snare drum | Bass drum | Percussion
8172,JpVoARn-SWU,30.0,40.0,"""/m/01jt3m,/m/0838f""",Toilet flush | Water
8173,JpheriGvOOc,120.0,130.0,"""/m/04rlf,/m/0dl5d""",Music | Progressive rock
8174,Jq2w30NYstQ,100.0,110.0,"""/m/02mscn,/m/04rlf""",Christian music | Music
8175,JqQVax-LLYM,30.0,40.0,"""/m/015lz1,/m/04rlf,/m/0ln16""",Singing | Music | Salsa music
8176,JqRCZKXNXwY,30.0,40.0,"""/m/01yrx,/m/068hy,/m/07qrkrw,/m/0jbk""","Cat | Domestic animals, pets | Meow | Animal"
8177,JqRiPKGD4Ag,10.0,20.0,"""/m/02p3nc""",Hiccup
